thread_url,post_text
https://forum.singaporeexpats.com/./viewtopic.php?t=113535,"Re: Rental Agents fees Quote 0 login to like this post Post by Pal » Wed, 05 Oct 2016 6:34 am Try this: http://www.singaporeexpats.com/singapor ... -agent.htm Singapore Expats Home | Classifieds | Condo | Forum | Property"
https://forum.singaporeexpats.com/./viewtopic.php?t=112859,"Early terminating 2 years contract Quote 0 login to like this post Post by yul26 » Wed, 24 Aug 2016 5:12 pm Hi all, I am leaving SG so have to terminate my 2-year lease. The landlord asked me to pay half a year rental to go. I suggested a new tenant but he is quite picky - he said only very good profiles otherwise refuse to take. Actually I asked the agent if I can add a termination clause to the TA but he told me the TA is very standard and there is normally no such clause. In my contract there are clauses against me saying that the LL can recover the money if I terminate, but no such thing for the landlord. Is it fair? After all, what should I do in the current situation. Should I consult a layer about it?"
https://forum.singaporeexpats.com/./viewtopic.php?t=112859,"Re: Early terminating 2 years contract Quote 0 login to like this post Post by singaporeflyer » Wed, 24 Aug 2016 5:21 pm yul26 wrote: Actually I asked the agent if I can add a termination clause to the TA but he told me the TA is very standard and there is normally no such clause. In my contract there are clauses against me saying that the LL can recover the money if I terminate, but no such thing for the landlord. Is it fair? How can you add some clauses to the TA suddenly after signing it sometime ago. Also regarding the fairness, didn't you read the TA before signing it earlier?"
https://forum.singaporeexpats.com/./viewtopic.php?t=112859,"Re: Early terminating 2 years contract Quote 0 login to like this post Post by yul26 » Wed, 24 Aug 2016 5:28 pm Thanks for the reply. Sorry I did not make it clear, it was before I sign the contract that I asked the agent. Yes I read it. At that time I did not think I would leave Singapore so soon. However, now I have a problem of renewing my contract. It was my fault not to argue before I sign it. The past is past, my question now is how to negotiate with the landlord. What is the normal compensation for such cases?"
https://forum.singaporeexpats.com/./viewtopic.php?t=112859,"Re: Early terminating 2 years contract Quote 0 login to like this post Post by singaporeflyer » Wed, 24 Aug 2016 5:40 pm yul26 wrote: Thanks for the reply. Sorry I did not make it clear, it was before I sign the contract that I asked the agent. Yes I read it. At that time I did not think I would leave Singapore so soon. However, now I have a problem of renewing my contract. It was my fault not to argue before I sign it. The past is past, my question now is how to negotiate with the landlord. What is the normal compensation for such cases? Since your agreement in TA is for 2 years, do you have a diplomatic clause mentioned in it? Best is to negotiate with the Landlord and find a tenant close to what he likes (or) to forego the deposit amount."
https://forum.singaporeexpats.com/./viewtopic.php?t=112859,"Re: Early terminating 2 years contract Quote 0 login to like this post Post by yul26 » Wed, 24 Aug 2016 5:47 pm singaporeflyer wrote: yul26 wrote: Thanks for the reply. Sorry I did not make it clear, it was before I sign the contract that I asked the agent. Yes I read it. At that time I did not think I would leave Singapore so soon. However, now I have a problem of renewing my contract. It was my fault not to argue before I sign it. The past is past, my question now is how to negotiate with the landlord. What is the normal compensation for such cases? Since your agreement in TA is for 2 years, do you have a diplomatic clause mentioned in it? Best is to negotiate with the Landlord and find a tenant close to what he likes (or) to forego the deposit amount. Yes. Forgoing the deposit is no problem for us. We offered more than that. But the landlord wants 4 more months' rental on top of it. Then we think that is too much. Yes I am trying to find him a replacement but who knows if it will be successful. Unfortunately, I don't have a diplomatic clause or any termination clause in my contract. Even I have, what I heard is we still need to stay for more than 14 months right? Now it is only 4 months."
https://forum.singaporeexpats.com/./viewtopic.php?t=112859,"Re: Early terminating 2 years contract Quote 0 login to like this post Post by yul26 » Wed, 24 Aug 2016 5:51 pm Just try to find some reasonable reference so that I can negotiate with the landlord. We think 2 months rental on top of the deposit is the maximum we can pay. Don't know if they can accept it. I don't want to enter into any legal issue. Hopefully they can find a new tenant. But the agent told me that nowadays the rental market is declining, also given the LL's strict preference ...."
https://forum.singaporeexpats.com/./viewtopic.php?t=112859,"Re: Early terminating 2 years contract Quote 0 login to like this post Post by singaporeflyer » Wed, 24 Aug 2016 6:45 pm yul26 wrote: Just try to find some reasonable reference so that I can negotiate with the landlord. We think 2 months rental on top of the deposit is the maximum we can pay. Don't know if they can accept it. I don't want to enter into any legal issue. Hopefully they can find a new tenant. But the agent told me that nowadays the rental market is declining, also given the LL's strict preference .... Read the TA. It should have the payment that you should make for early termination. I don't think it is like 2-4 months, unless it was mentioned in your TA and you signed it. What I know is the maximum you will lose is the deposit. Please read through your TA first Additionally read the below links http://forum.singaporeexpats.com/viewtopic.php?t=88361 http://forum.singaporeexpats.com/viewtopic.php?t=88032"
https://forum.singaporeexpats.com/./viewtopic.php?t=112859,"Re: Early terminating 2 years contract Quote 0 login to like this post Post by Max Headroom » Wed, 24 Aug 2016 7:04 pm A contract is a contract and even if the LL were to demand 6 months' rent in addition to forfeiting the deposit, you're obliged to cough up the money. The 4 months plus deposit he's asking are a pretty decent deal, given the current rental market. I reckon you're getting off easy. That said, if you find a replacement tenant and your LL snubs him, then you may well have a case. Incidentally, what's the reason you have to leave Singapore? If you've been offered employment elsewhere, why not make your new employer pay the LL?"
https://forum.singaporeexpats.com/./viewtopic.php?t=112859,"Re: Early terminating 2 years contract Quote 0 login to like this post Post by singaporeflyer » Wed, 24 Aug 2016 7:12 pm Max Headroom wrote: A contract is a contract and even if the LL were to demand 6 months' rent in addition to forfeiting the deposit, you're obliged to cough up the money. The 4 months plus deposit he's asking are a pretty decent deal, given the current rental market. The OP would need to pay the N months of rental as termination fees only if he has agreed to the same in the contract. But if he has done so in the contract, then it means he has not done his research when signing the TA."
https://forum.singaporeexpats.com/./viewtopic.php?t=112859,"Re: Early terminating 2 years contract Quote 0 login to like this post Post by Max Headroom » Wed, 24 Aug 2016 7:25 pm From what I gather, there's no dip clause in OP's lease. In addition, in my opinion, when you've signed a 2 year contract and subsequently leave prematurely, you have to make up for the full rental balance due, unless this is addressed in the lease specifically, i.e. it's capped at, say, 6 months' rent. Apparently, this is not the case here, however. Which means OP is in a bit of a bind, unless he can find a replacement tenant, or can somehow leverage his departure from Singapore. Keep us posted OP."
https://forum.singaporeexpats.com/./viewtopic.php?t=112859,"Re: Early terminating 2 years contract Quote 0 login to like this post Post by singaporeflyer » Wed, 24 Aug 2016 7:43 pm Max Headroom wrote: From what I gather, there's no dip clause in OP's lease. In addition, in my opinion, when you've signed a 2 year contract and subsequently leave prematurely, you have to make up for the full rental balance due, unless this is addressed in the lease specifically, i.e. it's capped at, say, 6 months' rent. Apparently, this is not the case here, however. Which means OP is in a bit of a bind, unless he can find a replacement tenant, or can somehow leverage his departure from Singapore. Keep us posted OP. Even if there is no diplomatic clause, there must be a clause in the OP document for early termination like the below written notice of [ ] days by the Tenant or the Landlord to the other or in-lieu-of notice, a sum of Singapore Dollars equivalent to ( ) months Rent; or"
https://forum.singaporeexpats.com/./viewtopic.php?t=112859,"Re: Early terminating 2 years contract Quote 0 login to like this post Post by Max Headroom » Wed, 24 Aug 2016 7:54 pm Yes, noted; ideally it is specified. However, if and when there is no clause at all pertaining to early termination, the default is for the tenant to pay the balance. Anything less is up to the goodwill of the LL."
https://forum.singaporeexpats.com/./viewtopic.php?t=112859,"Re: Early terminating 2 years contract Quote 0 login to like this post Post by singaporeflyer » Wed, 24 Aug 2016 8:08 pm Max Headroom wrote: However, if and when there is no clause at all pertaining to early termination, the default is for the tenant to pay the balance. I don't this so. Will wait for some of the other regulars to comment."
https://forum.singaporeexpats.com/./viewtopic.php?t=112859,"Re: Early terminating 2 years contract Quote 0 login to like this post Post by sundaymorningstaple » Wed, 24 Aug 2016 9:04 pm Sorry SF, from what I've heard Max is correct. If you don't have a dip clause and there is no provision for early termination, the Tenant is liable for the full term of the lease. Technically speaking. But usually there is a middle ground where the two of you can meet. Unfortunately for you, that is 10 months rent. If he wants less than that, you can't complain, but otherwise you would be splitting the difference with him and you will have learned a valuable lesson about assumptions which I guarantee you wont forget for a long time. Sadly, this is why so many Foreign employees to runners when they leave because they get duped unknowingly (usually their first foreign gig) and fail to understand or assume they are dealing with reputable people. In a courtroom you would have to pay the entire lease as there is no escape clause apparently. SOME PEOPLE TRY TO TURN BACK THEIR ODOMETERS. NOT ME. I WANT PEOPLE TO KNOW WHY I LOOK THIS WAY. I'VE TRAVELED A LONG WAY, AND SOME OF THE ROADS WEREN'T PAVED. ~ Will Rogers"
https://forum.singaporeexpats.com/./viewtopic.php?t=112859,"Re: Early terminating 2 years contract Quote 0 login to like this post Post by singaporeflyer » Wed, 24 Aug 2016 9:13 pm sundaymorningstaple wrote: Sorry SF, from what I've heard Max is correct. If you don't have a dip clause and there is no provision for early termination, the Tenant is liable for the full term of the lease. Technically speaking. But usually there is a middle ground where the two of you can meet. Unfortunately for you, that is 10 months rent. If he wants less than that, you can't complain, but otherwise you would be splitting the difference with him and you will have learned a valuable lesson about assumptions which I guarantee you wont forget for a long time. Sadly, this is why so many Foreign employees to runners when they leave because they get duped unknowingly (usually their first foreign gig) and fail to understand or assume they are dealing with reputable people. In a courtroom you would have to pay the entire lease as there is no escape clause apparently. @SMS, Something new that I have heard of. But as you said, looks taxing on the tenant. What happens if in case the owner asks the tenant to vacate the house in the case of sale, etc. Would be interesting to know."
https://forum.singaporeexpats.com/./viewtopic.php?t=112859,"Re: Early terminating 2 years contract Quote 0 login to like this post Post by sundaymorningstaple » Wed, 24 Aug 2016 10:35 pm When a house is sold, the Lease is part of the sale. The owner cannot kick you out. They would have to pay you off if the new owner wanted the house without encumbrances (sp?) But the lease is part of the sale and if the sale goes through to completion, you then have a new LL. In fact a lot of investment sales are sold because of a long term sitting tenant as the buyer doesn't have to renovate the house as soon as he buys it, but it is producing income from the day he bought it. SOME PEOPLE TRY TO TURN BACK THEIR ODOMETERS. NOT ME. I WANT PEOPLE TO KNOW WHY I LOOK THIS WAY. I'VE TRAVELED A LONG WAY, AND SOME OF THE ROADS WEREN'T PAVED. ~ Will Rogers"
https://forum.singaporeexpats.com/./viewtopic.php?t=112859,"Re: RE: Re: Early terminating 2 years contract Quote 0 login to like this post Post by ecureilx » Wed, 24 Aug 2016 11:06 pm yul26 wrote: Yes. Forgoing the deposit is no problem for us. We offered more than that. But the landlord wants 4 more months' rental on top of it. Then we think that is too much. Yes I am trying to find him a replacement but who knows if it will be successful. . With rental crashing to nearly half, I bet the landlord wants to cash out on you, as he's unlikely nowadays get a tenant to pay similar rental.."
https://forum.singaporeexpats.com/./viewtopic.php?t=112859,"Re: Early terminating 2 years contract Quote 0 login to like this post Post by Max Headroom » Thu, 25 Aug 2016 8:15 am SF, in those cases, unless stipulated differently in the lease, the LL would need to ask the tenant if he or she is willing to terminate the lease early. In property boom times, the tenant can usually look forward to a cash sweetener. In property downturns, when a sweetener is unlikely, the tenants can decide to stay put. I know this, because it happened to me in 2005. I opted to stay put, although I did permit viewings by potential buyers to take place In my presence."
https://forum.singaporeexpats.com/./viewtopic.php?t=112859,"Re: Early terminating 2 years contract Quote 0 login to like this post Post by Max Headroom » Thu, 25 Aug 2016 8:25 am Sorry SMS, saw your message post-submission of mine."
https://forum.singaporeexpats.com/./viewtopic.php?t=112859,"Re: Early terminating 2 years contract Quote 0 login to like this post Post by yul26 » Thu, 25 Aug 2016 10:30 am Unfortunately, that is really the case - I don't have a dip clause. The termination clause only says if the premise is damaged and not suitable for living, and there is a reimbursement clause saying I should reimburse the commission fee if the terminate prematurely. However, it does not clearly point out in what situations I can exercise it and notify period. So yes I think it is a fixed contract. I already realized my big fault. The agent went through the TA with me, and of course he avoid to show me the worst case. When I asked the question, he just said normally we just find a replacement and you are then free to go. I am curious if there really exist such sue cases that the tenant leaving Singapore is finally determined by the court to pay the entire lease? I assumed there should be some default rights for both tenant and landlord even it is not defined in the TA, isn't this the case for Singapore? For example, https://singaporelegaladvice.com/law-ar ... singapore/ This link says ""A tenancy may be terminated only when either the landlord or tenant gives the appropriate notice to quit the tenancy"". Is this a default clause? I also learned from an agent that HDB suggested that the TA should include such a notify period clause from 2 years ago. I learned from some earlier post in the forum that the landlord has the obligation to migrate the risk by trying to find a new tenant. If I recommend a reasonable profile but he does not like, isn't this his fault? If we really go to a court, is the result for sure to be that I need to pay the rest of the lease? I mean, leaving Singapore is not what I wanted but forced by the renewal problem. It is a quite common issue and I assume there must be many examples that we can refer to right? I found there is a Small Claims Tribunal for mediating such things. Should I approach them for help? Thanks for all your replies. Of course I am not against any LL, just try to find a amicable way to solve this very common issue. Last edited by yul26 on Thu, 25 Aug 2016 10:38 am, edited 1 time in total."
https://forum.singaporeexpats.com/./viewtopic.php?t=112859,"Re: Early terminating 2 years contract Quote 0 login to like this post Post by yul26 » Thu, 25 Aug 2016 10:33 am In the meantime I am trying to find him a replacement, but of course he can reject. Hopefully this can be a happy ending for both ..."
https://forum.singaporeexpats.com/./viewtopic.php?t=112859,"Re: Early terminating 2 years contract Quote 0 login to like this post Post by Max Headroom » Thu, 25 Aug 2016 11:00 am If all else fails, just start dropping the asking rent by healthy increments. The odds of finding a replacement tenant will be better. Once you've found one, all you then have to do is top up the difference. Beats having to pay the full whack. Incidentally, so long as you don't come up with some Charles Manson-type or perhaps a bankrupt, I don't think the LL can reject anyone on the basis of ""profile""."
https://forum.singaporeexpats.com/./viewtopic.php?t=112859,"Re: Early terminating 2 years contract Quote 0 login to like this post Post by yul26 » Thu, 25 Aug 2016 12:33 pm Max Headroom wrote: If all else fails, just start dropping the asking rent by healthy increments. The odds of finding a replacement tenant will be better. Once you've found one, all you then have to do is top up the difference. Beats having to pay the full whack. Incidentally, so long as you don't come up with some Charles Manson-type or perhaps a bankrupt, I don't think the LL can reject anyone on the basis of ""profile"". Thanks a lot for the suggestion. Yes finding a replacement is the better way to go. I have started doing that."
https://forum.singaporeexpats.com/./viewtopic.php?t=112859,"Re: Early terminating 2 years contract Quote 0 login to like this post Post by Wd40 » Thu, 25 Aug 2016 1:20 pm I said nothing, just forget it. Sent from my Redmi Note 2 using Tapatalk Last edited by Wd40 on Thu, 25 Aug 2016 7:08 pm, edited 1 time in total."
https://forum.singaporeexpats.com/./viewtopic.php?t=112859,"Re: Early terminating 2 years contract Quote 0 login to like this post Post by singaporeflyer » Thu, 25 Aug 2016 1:50 pm @WD40, please do not suggest something that will make the OP's life in SG tough, if he intends to come back later."
https://forum.singaporeexpats.com/./viewtopic.php?t=112859,"Re: RE: Re: Early terminating 2 years contract Quote 0 login to like this post Post by Wd40 » Thu, 25 Aug 2016 3:24 pm singaporeflyer wrote: @WD40, please do not suggest something that will make the OP's life in SG tough, if he intends to come back later. ok Last edited by Wd40 on Thu, 25 Aug 2016 7:08 pm, edited 1 time in total."
https://forum.singaporeexpats.com/./viewtopic.php?t=112859,"Re: Early terminating 2 years contract Quote 0 login to like this post Post by sundaymorningstaple » Thu, 25 Aug 2016 3:36 pm Yes, Wd40, but don't forget one of our virtues here. We don't suggest that people do things that are either illegal or immoral. It just makes it rough on the next party AND it could be construed as giving the wrong advice publicly and open us up for a lawsuit. moderator SOME PEOPLE TRY TO TURN BACK THEIR ODOMETERS. NOT ME. I WANT PEOPLE TO KNOW WHY I LOOK THIS WAY. I'VE TRAVELED A LONG WAY, AND SOME OF THE ROADS WEREN'T PAVED. ~ Will Rogers"
https://forum.singaporeexpats.com/./viewtopic.php?t=112859,"Re: Early terminating 2 years contract Quote 0 login to like this post Post by yul26 » Thu, 25 Aug 2016 5:26 pm sundaymorningstaple wrote: Yes, Wd40, but don't forget one of our virtues here. We don't suggest that people do things that are either illegal or immoral. It just makes it rough on the next party AND it could be construed as giving the wrong advice publicly and open us up for a lawsuit. moderator Thanks for the suggestion. Of course nobody wants to do illegal or immoral. If we go to the courtroom, I know that I will 100% lose, it is just how much I should compensate. Sorry but it sounds a bit unreasonable if I definitely need to pay the entire lease since I leave this country unexpectedly. That is why I tried to find out similar sue cases to understand the standard of the judges here. I can provide more reasons besides the job renewal why I need to leave Singapore. Will they firmly stick to the paper, or consider some commonsense?"
https://forum.singaporeexpats.com/./viewtopic.php?t=112859,"Re: Early terminating 2 years contract Quote 0 login to like this post Post by yul26 » Thu, 25 Aug 2016 5:36 pm Wd40 wrote: OP, I will be shot for saying this. But do a runner. Just leave. Tell the owner you are leaving on a certain date and they can keep the deposit. Nothing more. They can sue you but they will have to keep the house vacant. Which they are unlikely to do. Once you leave the country, good luck for them to get money from you. I have no sympathy for such landlords who try to milk tenants. You have already been reasonable by offering to find a replacement tenant. I have broken tenancy agreements twice before and both times landlords have accepted forfeiture of deposit. Most tenants find even that unreasonable and fight with the landlord. Until now I haven't heard anyone breaking tenancy and paying anything more than the deposit forfeiture. Sent from my Redmi Note 2 using Tapatalk Thanks for sharing this. I hope I have reasonable LL as you had. One concern for mine is the declining rental market. His justification is that his unit might be vacant for more than 3 months so that I have to fill in the gap. Anyway, I will negotiate. Meantime, trying to find next tenant. I don't think it will be so hard to find a replacement if we offer competitive price."
https://forum.singaporeexpats.com/./viewtopic.php?t=112859,"Re: Early terminating 2 years contract Quote 0 login to like this post Post by Wd40 » Thu, 25 Aug 2016 6:55 pm sundaymorningstaple wrote: Yes, Wd40, but don't forget one of our virtues here. We don't suggest that people do things that are either illegal or immoral. It just makes it rough on the next party AND it could be construed as giving the wrong advice publicly and open us up for a lawsuit. moderator OK point noted, Sorry about that.I agree, this sort of stuff, is better sent via PM. Anyways, OP has got my message so I will edit my post."
https://forum.singaporeexpats.com/./viewtopic.php?t=112859,"Re: Early terminating 2 years contract Quote 0 login to like this post Post by sundaymorningstaple » Thu, 25 Aug 2016 9:07 pm Thanks. SOME PEOPLE TRY TO TURN BACK THEIR ODOMETERS. NOT ME. I WANT PEOPLE TO KNOW WHY I LOOK THIS WAY. I'VE TRAVELED A LONG WAY, AND SOME OF THE ROADS WEREN'T PAVED. ~ Will Rogers"
https://forum.singaporeexpats.com/./viewtopic.php?t=112859,"Re: Early terminating 2 years contract Quote 0 login to like this post Post by yul26 » Tue, 20 Sep 2016 1:41 pm Just a update on this. The landlord agreed that we can find a new tenant and we pay the difference. We got one who offer 250 less than our rental. We agree to pay the difference for 20 months plus the agent fee. During our face to face talk he said I can use our deposit to pay part of this. Then suddenly after we got this new tenant, he changed his mind and said he will take my deposit as penalty. The difference and agent fee I have to pay extra. I got nothing to say to him. Just ask him to do whatever he wants to do."
https://forum.singaporeexpats.com/./viewtopic.php?t=112859,"Re: Early terminating 2 years contract Quote 0 login to like this post Post by yul26 » Tue, 20 Sep 2016 1:45 pm The deposit is 2 months' rental which will exactly cover the difference. Originally I thought I only had to pay the commission fee. Now he ask me to pay this without returning my deposit. Is this guy crazy? I have been trying very hard to find him a new tenant to make sure he does not lose a penny. He betrayed what he said to me and wanted to get more. Maybe I will also ask a lawyer to follow up."
https://forum.singaporeexpats.com/./viewtopic.php?t=112859,"Re: Early terminating 2 years contract Quote 0 login to like this post Post by singaporeflyer » Tue, 20 Sep 2016 2:53 pm I understand that what your landlord is doing is wrong. But if you engage a lawyer and he changes his mind, is it ok for you to pay for all the 20 months? Because, as per the contract you are supposed to be there for 2 years unless you have a diplomatic clause ( which is valid only after 14 months)."
https://forum.singaporeexpats.com/./viewtopic.php?t=112859,"Re: Early terminating 2 years contract Quote 0 login to like this post Post by singaporeflyer » Tue, 20 Sep 2016 3:29 pm I read one of your earlier post where you have said the below ""Yes. Forgoing the deposit is no problem for us. We offered more than that."" Don't know how you suddenly changed."
https://forum.singaporeexpats.com/./viewtopic.php?t=112859,"Re: Early terminating 2 years contract Quote 0 login to like this post Post by yul26 » Tue, 20 Sep 2016 3:35 pm singaporeflyer wrote: I read one of your earlier post where you have said the below ""Yes. Forgoing the deposit is no problem for us. We offered more than that."" Don't know how you suddenly changed. Yes, forfeit the deposit is no problem. But now I have found him the new tenant and we pay the difference. For him now there is no loss at all. Why does he still want make extra money?"
https://forum.singaporeexpats.com/./viewtopic.php?t=112859,"Re: Early terminating 2 years contract Quote 0 login to like this post Post by yul26 » Tue, 20 Sep 2016 3:48 pm singaporeflyer wrote: I read one of your earlier post where you have said the below ""Yes. Forgoing the deposit is no problem for us. We offered more than that."" Don't know how you suddenly changed. We use deposit to pay the difference, and we pay 1 more month for the agent fee. The LL lose nothing. What he is doing now is of course unreasonable and not from goodwill. Yes maybe he can stick to the legal contract, which is the most valuable lesson I learned from this. But, I do believe everyone will get into a similar situation. Conscientiously, he is doing wrong. Hope one day he will understand when he is trapped in a similar situation."
https://forum.singaporeexpats.com/./viewtopic.php?t=112859,"Re: Early terminating 2 years contract Quote 0 login to like this post Post by sundaymorningstaple » Tue, 20 Sep 2016 5:48 pm Conscientiously, you are doing wrong in trying to use your deposit to offset the final two month rent. Legally he is in the right and you are in the wrong, and this is Singapore so the LL will screw you if he knows he is in the right. You might have a very expensive lesson learned. Welcome to the real world and not the imaginary world you seem to be looking at through rose coloured glasses. SOME PEOPLE TRY TO TURN BACK THEIR ODOMETERS. NOT ME. I WANT PEOPLE TO KNOW WHY I LOOK THIS WAY. I'VE TRAVELED A LONG WAY, AND SOME OF THE ROADS WEREN'T PAVED. ~ Will Rogers"
https://forum.singaporeexpats.com/./viewtopic.php?t=113147,"Rental @ The Clift (Tanjong Pagar) Quote 0 login to like this post Post by danliang137 » Mon, 19 Sep 2016 1:23 pm I am looking to rent a 1 bedroom conod near Tanjong Pagar, my agents kept showing me The Clift next to Amoy which has a huge building under construction in front of it. I am concerned about the noise and have also read a lot of bad reviews for the building. Pricing is pretty attractive for the area so wanted to see if anyone had any experience living here / is currently living here. Thanks!"
https://forum.singaporeexpats.com/./viewtopic.php?t=113147,"Re: Rental @ The Clift (Tanjong Pagar) Quote 0 login to like this post Post by taxico » Mon, 19 Sep 2016 5:49 pm if you know it'll be noisy, and you've read bad reviews, why on earth are you still trying to give yourself any reason to move there? run! (i suspect in hindsight, no amount of money can make up for the grief you will likely receive.) Aut viam ad caelum inveniam aut faciam"
https://forum.singaporeexpats.com/./viewtopic.php?t=113147,"Re: Rental @ The Clift (Tanjong Pagar) Quote 0 login to like this post Post by danliang137 » Mon, 19 Sep 2016 6:50 pm taxico wrote: if you know it'll be noisy, and you've read bad reviews, why on earth are you still trying to give yourself any reason to move there? run! (i suspect in hindsight, no amount of money can make up for the grief you will likely receive.) I'm trying to get a sense of the noise level since I'm usually not home between 7am and 10pm on weekdays. The reviews are bad but they are mostly from 2011 - 2013 so trying to get an updated sense of where things are. Thanks for the advise though."
https://forum.singaporeexpats.com/./viewtopic.php?t=113002,"Early termination or contract without diplomatic clause Quote 0 login to like this post Post by salmanucit » Mon, 05 Sep 2016 2:56 pm Hi, I am living in my current HDB flat for 5 years now and every year I have done re-contract with the land lord. Now I want to terminate the contract 3 months before the lease period. I just want to know that without having a diplomatic clause (not remember if the clause was there during my first lease agreement in 2011), can my land lord force me to complete the lease, or pay him rent for the 3 months (because termination is 3 months early)? Please note that this is not first year lease, but I am renewing lease every year for last 5 years. Salman"
https://forum.singaporeexpats.com/./viewtopic.php?t=113002,"Re: Early termination or contract without diplomatic clause Quote 0 login to like this post Post by Strong Eagle » Mon, 05 Sep 2016 9:57 pm What are the terms of your contract? If there is no provision for early termination, then the contract, in theory, is legally enforceable... you owe the money. If you are leaving Singapore permanently, whether you will pay the money is up to you as collection would be very difficult. However, if you intend to remain in Singapore, then you could be taken to court for breach of contract. . The Mankind Project - Changing the world one man at a time ."
https://forum.singaporeexpats.com/./viewtopic.php?t=113000,"To buy a resale hdb Quote 0 login to like this post Post by Christypsleong » Mon, 05 Sep 2016 11:43 am Wish to ask , my spouse is Spr for 3 years and now applying citizenship, If he got the citizenship , can he purchase a hdb whereas ,he own a property in Malaysia Last edited by Christypsleong on Mon, 05 Sep 2016 12:28 pm, edited 1 time in total."
https://forum.singaporeexpats.com/./viewtopic.php?t=113000,"Re: RE: To buy a resale hdb Quote 0 login to like this post Post by ecureilx » Mon, 05 Sep 2016 12:04 pm Christypsleong wrote: Wish to ask , my spouse is Springs for 3 years and now applying citizenship, Ifor he got the citizenship , can he purchase a hdb whereas ,he own a property in Malaysia No"
https://forum.singaporeexpats.com/./viewtopic.php?t=113000,"Re: RE: To buy a resale hdb Quote 0 login to like this post Post by Christypsleong » Mon, 05 Sep 2016 12:29 pm ecureilx wrote: Christypsleong wrote: Wish to ask , my spouse is Springs for 3 years and now applying citizenship, Ifor he got the citizenship , can he purchase a hdb whereas ,he own a property in Malaysia No Can I know what is the reason no?"
https://forum.singaporeexpats.com/./viewtopic.php?t=113000,"To buy a resale hdb Quote 0 login to like this post Post by jamie9vardy » Mon, 05 Sep 2016 12:46 pm Christypsleong wrote: ecureilx wrote: Christypsleong wrote: Wish to ask , my spouse is Springs for 3 years and now applying citizenship, Ifor he got the citizenship , can he purchase a hdb whereas ,he own a property in Malaysia No Can I know what is the reason no? Are you an SPR? In this case for 3 years as well? It doesn't hurt if you ask Mr Google first... http://www.hdb.gov.sg/cs/infoweb/reside ... ty-schemes https://services2.hdb.gov.sg/webapp/BP1 ... stem=CHECK The Malaysian property will have to go..."
https://forum.singaporeexpats.com/./viewtopic.php?t=113000,"Re: RE: Re: RE: To buy a resale hdb Quote 0 login to like this post Post by ecureilx » Mon, 05 Sep 2016 12:55 pm Christypsleong wrote: ecureilx wrote: Christypsleong wrote: Wish to ask , my spouse is Springs for 3 years and now applying citizenship, Ifor he got the citizenship , can he purchase a hdb whereas ,he own a property in Malaysia No Can I know what is the reason no? Mmm. http://www.hdb.gov.sg/cs/infoweb/reside ... ter-buying"
https://forum.singaporeexpats.com/./viewtopic.php?t=113000,"Re: To buy a resale hdb Quote 0 login to like this post Post by Christypsleong » Mon, 05 Sep 2016 12:58 pm jamie9vardy wrote: Christypsleong wrote: ecureilx wrote: No Can I know what is the reason no? Are you an SPR? In this case for 3 years as well? It doesn't hurt if you ask Mr Google first... http://www.hdb.gov.sg/cs/infoweb/reside ... ty-schemes https://services2.hdb.gov.sg/webapp/BP1 ... stem=CHECK The Malaysian property will have to go... Thank you for your reply Then can I go for Executive condo ?"
https://forum.singaporeexpats.com/./viewtopic.php?t=113000,"Re: To buy a resale hdb Quote 0 login to like this post Post by jamie9vardy » Mon, 05 Sep 2016 1:21 pm Christypsleong wrote: jamie9vardy wrote: Christypsleong wrote: Can I know what is the reason no? Are you an SPR? In this case for 3 years as well? It doesn't hurt if you ask Mr Google first... http://www.hdb.gov.sg/cs/infoweb/reside ... ty-schemes https://services2.hdb.gov.sg/webapp/BP1 ... stem=CHECK The Malaysian property will have to go... Thank you for your reply Then can I go for Executive condo ? The eligibility criteria are also on HDB website if you bother exploring Since today is a Monday, I shall be nice... Here goes http://www.hdb.gov.sg/cs/infoweb/reside ... ndominiums Use the same Eligibility Check e-service link in my previous post to check Last edited by jamie9vardy on Mon, 05 Sep 2016 1:44 pm, edited 1 time in total."
https://forum.singaporeexpats.com/./viewtopic.php?t=113000,"Re: To buy a resale hdb Quote 0 login to like this post Post by Christypsleong » Mon, 05 Sep 2016 1:44 pm jamie9vardy wrote: Christypsleong wrote: jamie9vardy wrote: Are you an SPR? In this case for 3 years as well? It doesn't hurt if you ask Mr Google first... http://www.hdb.gov.sg/cs/infoweb/residential/buying-a-flat/resale/eligibility-schemes https://services2.hdb.gov.sg/webapp/BP13EligCheck/BP13SHome?strSystem=CHECK The Malaysian property will have to go... Thank you for your reply Then can I go for Executive condo ? The eligibility criteria are also on HDB website if you bother exploring Since today is a Monday, I shall be nice... Here goes http://www.hdb.gov.sg/cs/infoweb/residential/buying-a-flat/new/eligibility/executive-condominiums Thank you very much , worst come to worst only can get a private condo And consider a second property and need to pay ABSD, am I right ?"
https://forum.singaporeexpats.com/./viewtopic.php?t=113000,"Re: To buy a resale hdb Quote 0 login to like this post Post by jamie9vardy » Mon, 05 Sep 2016 1:57 pm Christypsleong wrote: Thank you very much , worst come to worst only can get a private condo And consider a second property and need to pay ABSD, am I right ? Yes, ABSD applies to second and subsequent properties at different rates for SC, SPR and foreigners. Also, if your spouse purchases the property before he becomes an SC, ABSD of 5% will apply even though that's the first purchase. https://www.iras.gov.sg/IRASHome/Other- ... ty--ABSD-/"
